Date,Value (12m Rev) (LO),Momentum (12-1) (LO),Quality (Sharpe) (LO),Low Volatility (LO),Composite (LO),CTA,LO+CTA,AvgLO+CTA,SPY_BH
2017-02-21,1.0739172359567926,0.9666248493236778,1.0802138591712678,1.1631440645640534,1.2236775651750131,0.8938579101613537,1.0858247526618143,1.0179928687268998,1.3742128696301934
2017-02-22,1.0737490229352573,0.9648716872262637,1.0789556377967446,1.1631460839728238,1.2234301031153634,0.8939730348372131,1.085748941697507,1.017637838464937,1.3729926664910532
2017-02-23,1.0773024483579563,0.9639727040551178,1.0770272470930615,1.1623306766268713,1.2229522444954684,0.8937899827966869,1.0854055643805627,1.0174932779643742,1.3739225157692345
2017-02-24,1.0787567094162938,0.9598702270517045,1.0744948561183763,1.1612405661139873,1.2230227863449277,0.8952624305671172,1.086158376810686,1.0174144074753837,1.3756655606932755
2017-02-27,1.0794063620378314,0.9617046023375617,1.0770729731824422,1.1614000905009962,1.2235664659491507,0.8930722429845062,1.08538520007922,1.017089629862417,1.3778158179457722
2017-02-28,1.0789809002134663,0.9583077265277558,1.0741959949939306,1.1584558258208322,1.219716619766842,0.8946369175521526,1.0840968014000962,1.01630375975191,1.3740969329209851
2017-03-01,1.0843584269770563,0.9767450710420067,1.0910297028513027,1.1709850711899585,1.2348696054931794,0.8975556075758319,1.0935923958968166,1.0253295082226026,1.3933307510445556
2017-03-02,1.08189153922243,0.9640511873016677,1.0817187819162255,1.16525546557631,1.226263300496944,0.8861255561073296,1.0834487795562782,1.0157181087741733,1.3845562266411073
2017-03-03,1.082830269036515,0.9666327167662541,1.0831845903693174,1.1672663467634032,1.2283043191364487,0.8888678101078576,1.0858719292496042,1.0179859452119704,1.385427697894334
2017-03-06,1.0787687196719127,0.9643131785670901,1.0790050771598694,1.163221099341957,1.223743787029507,0.8871537384900428,1.0826153217275079,1.015101130754364,1.3813022150466172
2017-03-07,1.0754337874206945,0.9615478966403268,1.076145207540445,1.1594507338168998,1.2194997985062914,0.8835219173717026,1.0785897919241718,1.011572862947384,1.3771764249461373
2017-03-08,1.0707195963723002,0.9550828235210718,1.074915492550802,1.1580122795154484,1.2173339221099957,0.8771370468590183,1.0743226027125485,1.0067955824798702,1.3746197747058861
2017-03-09,1.070920751731851,0.9536986511727221,1.074594566908925,1.1600909671659658,1.217665513874749,0.8726254222187132,1.0722878389710633,1.0047854805230683,1.3763630244651024
2017-03-10,1.0764835805607422,0.9571518303720539,1.0786732004508413,1.166174103112011,1.2243767512309731,0.8711559575048771,1.0751115515104268,1.0069260125825588,1.3811855614142956
2017-03-13,1.0791800293059086,0.9616800095294737,1.0805232661097244,1.168382750562101,1.227787809833733,0.8707508583357632,1.0767087024901851,1.0083857400017682,1.3818832300212978
2017-03-14,1.0749749448870374,0.9553786716115559,1.0755479643436738,1.162677674669326,1.2203613387483847,0.8716507148487201,1.073246195011901,1.0056582217633356,1.3765951027186945
2017-03-15,1.0887052036729428,0.9686310846533552,1.0837925524249832,1.1746242831225133,1.234736350268948,0.876577900692347,1.0832581515977409,1.0147340328660739,1.388507599589837
2017-03-16,1.0886001659142397,0.9682965848294973,1.0817913855283932,1.1753971850993339,1.2347509148906224,0.880765133951216,1.0853356193027308,1.016475826182139,1.3857762249450725
2017-03-17,1.0890581200115015,0.9671762432636393,1.0818934917821463,1.1757670280870787,1.2369266611000511,0.8821334727093282,1.0871575589388696,1.0172825083481236,1.3833426806451643
2017-03-20,1.0880293866571042,0.9688590456498,1.0796111100818158,1.174645976118367,1.2372136805754976,0.8802775599078714,1.0863940144874167,1.0161778975559992,1.3818256713370443
2017-03-21,1.0850800361886679,0.9536424812588292,1.0632661853841663,1.1647577739336492,1.224450979387861,0.8762096230547438,1.0776617015627965,1.0079232337828596,1.3640830532895085
2017-03-22,1.0861258921555783,0.9555219767308418,1.0655073988670267,1.1660157445979566,1.2264659584159554,0.8770886329364836,1.0791581958107257,1.0092672632274775,1.3672932301564888
2017-03-23,1.087307218843878,0.9556682020917013,1.065783761352809,1.166220736177121,1.2281282905545554,0.8781152278727019,1.0805410434631064,1.0101069052698173,1.3658345988733234
2017-03-24,1.088472371674658,0.9537523061248127,1.0651338543926583,1.166441481140851,1.2272390426071351,0.8791177301507713,1.0805650534552633,1.010316331177727,1.3648419676139187
2017-03-27,1.0879283948891258,0.9512728726373929,1.0635546220048413,1.1669662777340561,1.2278604838870582,0.8820943653155185,1.082356844187003,1.0112450927795373,1.363441407102945
2017-03-28,1.090920480057057,0.9604970582794021,1.07335595585063,1.1731311481067659,1.2363683138360182,0.879910856026154,1.0857849332650749,1.0143544467173673,1.3733630084879587
2017-03-29,1.0919011918680859,0.9620367466548856,1.072929095870967,1.1745780836335529,1.2375883547808468,0.8778387895721717,1.0854050525643153,1.0139253698986304,1.3746469153666108
2017-03-30,1.089808096298176,0.9638025871846515,1.0770819607614786,1.1749743395803307,1.2376028974670439,0.8768440030202996,1.0849207030946957,1.0139692791544557,1.3790241406447463
2017-03-31,1.0899009719630528,0.9591314177621136,1.0733163468570728,1.173184502560649,1.2353588672388987,0.8771125747316312,1.0838733133209517,1.0126827912678737,1.3758141686129413
2017-04-03,1.088328179522816,0.9581399609738286,1.0703523188905983,1.1706510125760106,1.231599669778143,0.8776608602599572,1.082165390098476,1.0116672147367094,1.3734212840953262
2017-04-04,1.0888511486289254,0.9596205268034577,1.0708409671104289,1.1707018311242676,1.2324713275661587,0.8775699795236813,1.082580105230495,1.012017854270878,1.3742968520520584
2017-04-05,1.0878747450851933,0.9561256899456096,1.0664857091264295,1.1664121929938758,1.2287400029229811,0.872098727619625,1.077913830216151,1.0076363115980524,1.3702115168986964
2017-04-06,1.0899854297756064,0.9590828988388582,1.069858067117921,1.1676673101546642,1.2314860273458814,0.8744316742015469,1.0805126109797656,1.010105796273979,1.3740632375346524
2017-04-07,1.0896586765178402,0.9579463474048431,1.0682230825556356,1.1672248267432723,1.2310123013489997,0.8722642602650224,1.0791919341585148,1.0086465348919071,1.3726625746060912
2017-04-10,1.0920741874047608,0.9581174191993279,1.0682338116719345,1.1677865427364629,1.2322178529025354,0.8696109933691735,1.0785129758342038,1.0078872126194542,1.373479457285106
2017-04-11,1.093945741680447,0.9566991181593424,1.0672078184064278,1.1683612950872813,1.2321740363993676,0.8721082006135373,1.0797288044685718,1.0090122253125937,1.3718454870919012
2017-04-12,1.0949136008451312,0.9503489364725954,1.0607606025596668,1.1657313172647485,1.2277018850289463,0.8713933648408471,1.0770234858542231,1.0065413467050106,1.365834598873324
2017-04-13,1.089834772307602,0.9416455256857224,1.0524909457001412,1.1587398017246124,1.220276840553517,0.8735963306245451,1.0742043611959147,1.003496221608152,1.3569632898495563
2017-04-17,1.097766573631401,0.9508116742664556,1.0636417642178084,1.1685900471419475,1.2303533374082294,0.8780652116716918,1.0817245753205988,1.0108920166955377,1.3689859880449993
2017-04-18,1.0967276456665591,0.9453128280054441,1.0601268194067683,1.1667421987333861,1.2275396394129987,0.8830655048263117,1.082704322758417,1.011508222731391,1.364900448056462
2017-04-19,1.0938117905459541,0.9428238986651,1.0588841175900727,1.1652440775049127,1.2265650932171956,0.8828681373040089,1.0820917911363133,1.0103809873133305,1.3623914219944633
2017-04-20,1.096582509134828,0.953431141021866,1.0702936398170906,1.1735638961761887,1.235943001645834,0.8853044942217451,1.0882502325905878,1.0162666086935421,1.373479457285106
2017-04-21,1.0946749916745517,0.9506114528962115,1.066746921929376,1.1716314103986833,1.2330790226650006,0.8846169699890778,1.0863991366705108,1.0144905876102284,1.3691024368421456
2017-04-24,1.1042132965013027,0.9624527393114767,1.0830329028984533,1.1867828271920224,1.2487819358255563,0.8864699768325275,1.0956104003590454,1.022901010823597,1.38415997299453
2017-04-25,1.1087009067701692,0.9704017212758619,1.091232123155479,1.1938114776582727,1.256703131521739,0.8830474155153543,1.098088153268455,1.025268788816076,1.3922136824161697
2017-04-26,1.1052283326295633,0.969510948132948,1.0908499551161044,1.1930698700864482,1.2564015317777308,0.883323795893775,1.0980675072371449,1.024749815293024,1.3913382168770252
2017-04-27,1.1066251769324649,0.9674083884980239,1.0913496307269248,1.1955351498252218,1.2582972815560505,0.8849400469866731,1.0998652839129892,1.0258845285962095,1.392505367705768
2017-04-28,1.1040752045087396,0.9638528046769391,1.087114114970254,1.1937558936937485,1.2558379787230194,0.884359271946876,1.0982867613456146,1.0239774935822965,1.3894709394191773
2017-05-01,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8755650773197073,1.0930614896446436,1.019105759889457,1.3929723919054053
2017-05-02,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8787463648197625,1.0946501061593374,1.0205868917889136,1.393497896547585
2017-05-03,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8758746192647789,1.0932191783273821,1.0192527794728663,1.3918050362414875
2017-05-04,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8786159862925605,1.094587828562787,1.0205288278483595,1.393439313687455
2017-05-05,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8792935089539464,1.094925454133138,1.0208436099230098,1.3989247996814402
2017-05-08,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8786502520631863,1.0946050522031485,1.0205448861499877,1.398691697251972
2017-05-09,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.875319986740496,1.0929455408156157,1.0189976560722116,1.397408097626083
2017-05-10,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8735448522002031,1.0920589505813927,1.0181710518757248,1.3999174309408446
2017-05-11,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8751540804957957,1.092863658964393,1.0189213142863176,1.397057829476355
2017-05-12,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.877985184634954,1.0942778148929935,1.0202397894735524,1.3947232205661066
2017-05-15,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8755950394721973,1.0930862308563831,1.0191288271291588,1.402426764255606
2017-05-16,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8772376060860747,1.0939064579558768,1.019893558271396,1.401143164629717
2017-05-17,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8780056810428952,1.0942895706494646,1.0202507498442588,1.3762810903949914
2017-05-18,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8814288036849999,1.0959961142344037,1.0218418299558445,1.3818256713370447
2017-05-19,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8810819311383777,1.095823589369483,1.0216809779953369,1.3908130194876085
2017-05-22,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8805961253817987,1.0955819058714578,1.0214556466235512,1.3978747121553696
2017-05-23,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8783793913919684,1.0944787378790548,1.020427118159385,1.4009678257196778
2017-05-24,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8802628790357874,1.0954174835734185,1.021302349016259,1.4042363806116127
2017-05-25,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8826760826895964,1.0966186999540075,1.022422291987381,1.410947702712058
2017-05-26,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8832111756752685,1.0968846153836016,1.0226702157762166,1.4106561198400478
2017-05-30,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8823345361492481,1.096449126143514,1.0222641914151467,1.4094302837335877
2017-05-31,1.1026399067428783,0.9625997960308591,1.0857008666207926,1.1922040110319467,1.2542053893506795,0.8832481509616413,1.0969032541966004,1.0226875935009507,1.4090802204190351
2017-06-01,1.109475392129084,0.9708732892643113,1.092484659062113,1.2003535781550736,1.262788738287469,0.8842190699209376,1.1018896631841864,1.0273984224944144,1.4202856262651131
2017-06-02,1.1132225412727896,0.9736111491080757,1.0989627242104565,1.2093653405284235,1.2709227301809858,0.886304022666647,1.1071875039712162,1.0315822946140119,1.4250126076050382
2017-06-05,1.111465747704459,0.9743499622771586,1.096891279576517,1.2072065076440435,1.268281482694759,0.8853027915987661,1.1053066188300142,1.0303031662691386,1.423962724914143
2017-06-06,1.1118687496990118,0.9756648137431306,1.0944381886267815,1.2039551186892898,1.2642629978310993,0.885145345921935,1.1031267256091148,1.0294403166810768,1.4194100583083806
2017-06-07,1.1107345225160519,0.9806061739414816,1.0971663979419397,1.2055795790764887,1.2658930488495088,0.8875787956286675,1.1051931920597922,1.0317058994638812,1.4220366597609897
2017-06-08,1.106271294654121,0.9901400506180866,1.096969123903632,1.2010968424286668,1.261146097639146,0.8851564236816567,1.1015000714911456,1.0303389531693727,1.422736786390095
2017-06-09,1.1131472874059964,0.9764762936491266,1.086968579857499,1.196938987313327,1.2576660040691519,0.8814610737551709,1.097836921859599,1.0257842708023064,1.4205774139722984
2017-06-12,1.1153595440501323,0.9711151091221712,1.0827062568034398,1.1965525831620156,1.2561221691338775,0.8799974771899055,1.0962991901879846,1.0239982557359064,1.420285626265113
2017-06-13,1.1204258616867395,0.973834792373248,1.0882298205040284,1.2014802204131703,1.2616798675519147,0.8836357361946144,1.1010225427250662,1.028270605480579,1.4272306653005524
2017-06-14,1.118541672595699,0.9694127130163387,1.086463279746667,1.2035741122274572,1.2638645842009613,0.8859067045658346,1.1032983202069317,1.0287882655187535,1.4254213561973086
2017-06-15,1.1157810818266065,0.9614874811254345,1.078071311339865,1.1996934772816505,1.2590812760970105,0.8824812314716504,1.0990865309840512,1.024064259827773,1.4226782035299654
2017-06-16,1.1197950435336204,0.9624285939098803,1.080975464527178,1.1990973332621535,1.2592431446183918,0.8849239725436976,1.1003882357221715,1.026046258556844,1.4229892457436275
2017-06-19,1.1219209393638447,0.9788126293942687,1.091224313718186,1.20622764627778,1.2671516098806743,0.8862420691627192,1.1051903304059965,1.031660163075935,1.4348359905235055
2017-06-20,1.1176601536381616,0.9701991796726025,1.0821627317105211,1.2018734846238937,1.2612308562867676,0.8863051581168668,1.1021234058466916,1.0280765914940275,1.4251593720081261
2017-06-21,1.1137136454631211,0.9754644487939227,1.0845497768102643,1.2027569688675688,1.262724884017288,0.8893581610824043,1.10442530499572,1.0302359924582394,1.4248072603418207
2017-06-22,1.1141585949336112,0.9767452492248884,1.083275773962839,1.202409306601177,1.2623160598979246,0.8876332719380978,1.1033539587756063,1.0294274770975722,1.4241622343748654
2017-06-23,1.1162012038375946,0.9808408479409515,1.0867056109831872,1.2025468675429047,1.2627297808977611,0.8887167081913748,1.1041096288141787,1.0311202740094656,1.4258628784176235
2017-06-26,1.1180066326479905,0.984280472902594,1.0880982980320792,1.2038581302797402,1.2646075356875512,0.8850955783126564,1.1032952505551963,1.0305512754330963,1.426801228355579
2017-06-27,1.1117129700470392,0.9732692935200186,1.0806316381743275,1.1946122159671353,1.2554574378535126,0.8840368382499677,1.0979776000819197,1.0252853771894261,1.4153066976595943
2017-06-28,1.115227357474848,0.9820305488659583,1.0898360750697174,1.2007404771844472,1.2628990216911773,0.8850080817774711,1.1023649993625995,1.0296408167837936,1.4279742169868173
2017-06-29,1.1069330644339728,0.9696454535893041,1.0762974546338693,1.1885725309897883,1.250124108933426,0.8860160309584609,1.096176585364409,1.0235958552465594,1.4154242730502047
2017-06-30,1.1085365929756097,0.971292716229596,1.0775453765249656,1.1903196806509013,1.2517807870662612,0.8849438001070343,1.0965175600609072,1.0239727237896288,1.4180630621957429
2017-07-03,1.1138443776015938,0.9741998710530166,1.0787099420620025,1.190088804590059,1.2508202280274219,0.8818920933649841,1.094500184313998,1.0235310684007612,1.420467622318349
2017-07-05,1.1066144821118382,0.9762301265900474,1.079781287610223,1.188216110904049,1.2514781343993924,0.8843425646551687,1.096062089491917,1.024120725066953,1.4237519495187807
2017-07-06,1.0959121339706799,0.9670106595267176,1.0691438848936323,1.1782955241039879,1.2402828004846393,0.8805908593998235,1.0883191124567835,1.0166975666110927,1.4107323185252523
2017-07-07,1.0989039836863461,0.9720744859705256,1.072475836380632,1.1821345603537632,1.2460068713896852,0.8840392173717497,1.0930374807036054,1.020602845702184,1.4198810767939363
2017-07-10,1.0970770849952365,0.9787533021316064,1.0791859734825304,1.179166263554383,1.2448321632817458,0.8839433747608713,1.0923717851467023,1.021539730449323,1.4214060746738921
2017-07-11,1.0971097805950887,0.9856004253788007,1.0889678039853876,1.178630084764641,1.243987334099329,0.8840631549399991,1.0919861791735466,1.0234285109515187,1.4203500469277386
2017-07-12,1.1053281845838117,1.000051957500536,1.1058014199834185,1.1878593103250608,1.2535805446821213,0.8830948998669748,1.0965604048656499,1.029508082126365,1.4310240079115535
2017-07-13,1.1062638450070352,1.002642359202032,1.1083703934064055,1.1878828002015012,1.2541881932819283,0.8779686483789635,1.0943331701283996,1.0278915339982397,1.4334283631989846
2017-07-14,1.1134185761448405,1.0121437309101171,1.1209529441161843,1.1949034100733082,1.2614030295797636,0.8789891072022791,1.098619098530982,1.0331748802603056,1.4401138760673449
2017-07-17,1.114303413366907,1.00804408902995,1.1156081903839308,1.1958989614466158,1.2616188687863539,0.8804440796354382,1.0994592981990046,1.0329886703470808,1.4399379226517797
2017-07-18,1.1139327812583943,1.0130857022354691,1.121451398946419,1.1973866109420572,1.2639065425306666,0.8806253661523779,1.1007460306058723,1.0346807114578904,1.4407007288445204
2017-07-19,1.1223860048546723,1.0212057502569354,1.1323957568020993,1.2033520299081735,1.2708341201816584,0.8807943156321898,1.104450471337121,1.039208331523885,1.448500237813638
2017-07-20,1.1226377419335793,1.0193066808644655,1.1320163530168958,1.2052394810459008,1.2735106919508898,0.8841394053479931,1.1075239540391726,1.0409995471910856,1.449145366198181
2017-07-21,1.1220646294120407,1.0183422024065125,1.1303717207321675,1.2070629600244824,1.2741755547486175,0.8823885829831412,1.106993605232972,1.0400657240529323,1.447855211846683
2017-07-24,1.1190546869807674,1.0229466557726696,1.1343867495109352,1.2035864938147733,1.2713546466482248,0.8823432341366781,1.105500378882507,1.0400814057388947,1.4475031001803775
2017-07-25,1.1226715619352807,1.0244995120644218,1.1337161335072514,1.2040056524047893,1.2720051430523964,0.8851110750206758,1.1072269073861458,1.0420128680818297,1.4510220660740918
2017-07-26,1.1252862383405964,1.0306766664859297,1.141945194060453,1.207377848079234,1.273424907975939,0.885922239085027,1.1083743039813017,1.0448373968383642,1.451080546516634
2017-07-27,1.1291773647155094,1.0249241320035578,1.135788764804692,1.209783789017566,1.2749508583915528,0.8841209638074209,1.108269777979016,1.0434455486904672,1.4497316044698307
2017-07-28,1.1267486249388419,1.031554119342773,1.1441347356322822,1.207588712113674,1.2727253249090598,0.8835921128283194,1.1068438597001844,1.0442108697244583,1.4480314725150107
2017-07-31,1.1269123053730457,1.0339644526832183,1.146924791906783,1.2080782497480966,1.2726024323475946,0.884637880069079,1.1073037324405592,1.0453604715229174,1.447209776209377
2017-08-01,1.1286087848890283,1.0381435181047205,1.1511163707694692,1.2103009007292023,1.2749260634367174,0.8806723691574851,1.1065313643412265,1.0451002298453889,1.4504357253848539
2017-08-02,1.1267683588424104,1.0334459677700654,1.1442743775824034,1.2105858977938366,1.2749568070356385,0.8825606854584993,1.1074964131649976,1.0445117210233552,1.451139334211939
2017-08-03,1.123449869427699,1.0348415824806099,1.1464140534113056,1.2115430205796238,1.276002394530038,0.880065427113567,1.106788878369035,1.0435668495874975,1.4483243868156603
2017-08-04,1.123729576628121,1.0399178652285197,1.1504795072584408,1.2109241198793406,1.275498858088789,0.8827030104602638,1.10785365377819,1.0457940581216822,1.4509634832139615
2017-08-07,1.1244130016668168,1.0497798300012837,1.162503036774247,1.213666526119787,1.278030003583072,0.8852528199909787,1.1104528076970046,1.0501136585635367,1.4536612648899805
2017-08-08,1.1216339066078105,1.0523747632238774,1.1652628803065346,1.2107514856882982,1.274012499187122,0.8836676175309252,1.10756298853227,1.048961900768218,1.4500836137185487
2017-08-09,1.1209290581987352,1.0518769497181526,1.1643604851445077,1.2090255399872218,1.272639519110488,0.8790181887441186,1.104515845360803,1.0462030337742707,1.4500251332760064
2017-08-10,1.1117871646905393,1.0245726563764226,1.1341940517116451,1.1976541586846832,1.2594581210042042,0.8713078837754022,1.0937765110352013,1.032515842886161,1.4295575928917275
2017-08-11,1.1089329595547812,1.0245534568301586,1.134611924305555,1.1969448895431605,1.2586537287982986,0.873465452642273,1.0944407483264107,1.0331112797313056,1.4316687266257457
2017-08-14,1.1165559826888554,1.0380204908810104,1.1476371197367834,1.2062904954899734,1.2683506276300722,0.8729333644953007,1.0992331317146358,1.0386875842835068,1.4458612438329246
2017-08-15,1.1161374099410182,1.0363416267318546,1.1455627012380636,1.207206114290176,1.2691579033914318,0.871883138721783,1.099123918780536,1.0378880494616192,1.4456851879997719
2017-08-16,1.1179064778244452,1.0457804685860002,1.1583100786704648,1.2112703139762542,1.2738144613702505,0.8742686418187358,1.1027464360993584,1.0426178546461693,1.4482069138426379
2017-08-17,1.1058645407564736,1.0280988851828434,1.1405665254916206,1.1979193278600242,1.259688979425436,0.8711923402172308,1.0938572434145313,1.03300428853904,1.4256282397243407
2017-08-18,1.104763224438153,1.03139748745901,1.144645916695488,1.1976777371202838,1.2595024209616152,0.872657458092501,1.0944958768520767,1.0343734595375385,1.4233997354348873
2017-08-21,1.1079006381800218,1.03873404384839,1.1545787458132486,1.199870738829565,1.2619399650264207,0.8740434494026538,1.096462128480305,1.0378106330406796,1.4245138339532324
2017-08-22,1.1132911597775792,1.049049242589028,1.1652474237142005,1.2063253889308745,1.2694097337899621,0.8753640527855712,1.101018947957982,1.0428383899002123,1.4394103696578469
2017-08-23,1.1144202376371175,1.0512706360138062,1.1687454822626973,1.204124947378455,1.2672601917343715,0.877388118406847,1.1009186434047717,1.0441303154317494,1.4342493425815044
2017-08-24,1.1113455092351883,1.0490568410269627,1.1668546877077224,1.1991037044488335,1.2636330995717187,0.8749516164302721,1.0978051470471024,1.041277145739116,1.4309068421912934
2017-08-25,1.1151043920840713,1.0484957188376391,1.1664199171270897,1.2031232244962105,1.2681197758114686,0.8789324282466688,1.1021417738736268,1.0443439177821667,1.4342493425815044
2017-08-28,1.1137095991785593,1.0406388785670373,1.1592411118225021,1.203215577289721,1.2689287900415336,0.8845350948901176,1.1053738465550402,1.0452291748896827,1.434308027859222
2017-08-29,1.1133203789317365,1.0419342183187816,1.1600236566412956,1.2036467976092111,1.268404512209404,0.8848374435902367,1.1052509590425659,1.0455621767823422,1.435949884206675
2017-08-30,1.115966613662631,1.0496783017021543,1.1680047604110702,1.2053607917745368,1.2700015901549189,0.8833103070546007,1.105322928675304,1.0472709882541458,1.4427528700480579
2017-08-31,1.1217875915309665,1.0556723510683876,1.177659488130542,1.2121154924812287,1.2792000506252659,0.8832067308931578,1.1100745132964247,1.0512483157029826,1.4514325557653516
2017-09-01,1.1246403814091195,1.0592797353442083,1.1816018639024033,1.2121297209920172,1.2787327115248825,0.8818531545025939,1.109150675640452,1.0517334486088985,1.4534854138920028
2017-09-05,1.1237978318270023,1.04538679081339,1.1680170851710034,1.207155684867594,1.2732694945292193,0.8872360861798524,1.1090156081940923,1.0500434693625678,1.443046501271821
2017-09-06,1.1303066348801434,1.0502495321137224,1.1745318702323682,1.211279463644155,1.2791050317825512,0.8862079730023902,1.111551211213406,1.0525834414407127,1.447972889654881
2017-09-07,1.1336957703989108,1.0557449617886547,1.184685128792306,1.2160907809915071,1.285026361988654,0.8918750792530858,1.1174818684088306,1.0584938336280618,1.447796628986553
2017-09-08,1.1311225152810107,1.0505224951629224,1.177724787065986,1.2165879071319554,1.2850636223617444,0.8885047882319776,1.1158121767637852,1.0552865641101417,1.4460958825262071
2017-09-11,1.1395171974808809,1.0686040303528819,1.1966388992140238,1.2256830844990585,1.2942688910911084,0.8858373503879297,1.1192679600093394,1.0610263188558462,1.4615200736423417
2017-09-12,1.1393583569269208,1.0738441949028563,1.200441588402032,1.226378207117665,1.295121728445081,0.8856742697290335,1.1196280521348452,1.0621155135462952,1.4664459499374631
2017-09-13,1.141542136763407,1.0748836554681178,1.199796139603496,1.224141308421571,1.2920714246367488,0.8824831898655932,1.1164322605080206,1.0603512696178512,1.4671499684348988
2017-09-14,1.1438500177108843,1.07458293118226,1.200567379023043,1.2257597906652191,1.2937501508997473,0.8808355978705592,1.1164688270273793,1.0601963940221482,1.466680793465921
2017-09-15,1.1449909575411759,1.078928759099178,1.2056360705673212,1.2273581592677523,1.2950014625860156,0.8763734068650694,1.1148543839167613,1.0595155626546082,1.468654892467677
2017-09-18,1.1440777231243338,1.0871981093278802,1.213897116491648,1.2275095758519117,1.2944527684342424,0.8750780304992155,1.1139118135849502,1.0605951843466694,1.4717786288906896
2017-09-19,1.1423536768090412,1.0889501764127343,1.215283816008421,1.229308787621125,1.297256189464184,0.876352511139553,1.116008194731309,1.0618339371868721,1.4732526228120006
2017-09-20,1.1419139137859837,1.0876578358256839,1.2128464490273687,1.227052442219512,1.2947710416670466,0.8734570274414688,1.1132505115581666,1.059496813741763,1.473782736245624
2017-09-21,1.1385112796946533,1.0849666137304461,1.2102452352946726,1.223398596236661,1.2914140158901783,0.8669197215003304,1.1081858722161526,1.0546505916678401,1.4698336164838226
2017-09-22,1.1369919270076494,1.0819584307912087,1.2063553142615837,1.2231398759526413,1.291667261249507,0.8668602204898783,1.1082858367651256,1.0536931251385666,1.4701284767186376
2017-09-25,1.142698972124212,1.0565329516925603,1.1763978844889842,1.2241103770700803,1.2903004291482496,0.8678697300208406,1.1080984346941447,1.0486738420490178,1.4671226229389984
2017-09-26,1.1427168058318526,1.0588142810110732,1.1783756049661764,1.2237499094138315,1.2891547685608458,0.8654470839141408,1.1062708084139632,1.047839354125806,1.4680067939730925
2017-09-27,1.1407432991165876,1.0662756471053207,1.1837868147808601,1.222418019284277,1.2888144578768677,0.8625200769563088,1.1045989922512762,1.047498098634689,1.4737235388799683
2017-09-28,1.1430569272539814,1.0637794490951324,1.1806760520003743,1.2240235856880146,1.2914150115053793,0.8654919423875475,1.1074586850646535,1.0489908777950474,1.4754918809481563
2017-09-29,1.144250377595967,1.0745640471744848,1.193601561500427,1.2268860594228521,1.2956839966300044,0.8650484419005388,1.1094282211642996,1.0522720113647355,1.4806783075862335
2017-10-02,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.8631886282411766,1.1076087796533989,1.0505463049677712,1.4871024507709372
2017-10-03,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.8635461275874243,1.1077922711414325,1.0507203432277488,1.4902844628013165
2017-10-04,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.8644369810661203,1.1082494004443806,1.0511539218603188,1.4920533169574428
2017-10-05,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.8673315721772176,1.1097338019374536,1.0525618490384732,1.5008933886169806
2017-10-06,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.8662196463053831,1.1091647269655251,1.0520220920231884,1.499184653584799
2017-10-09,1.142762852105092,1.073167113913158,1.1920498794704764,1.2252911075456026,1.2939996074343856,0.867821458579115,1.1099851533693001,1.0528002511916752,1.496709015656371
