Ticker,Date,Price,Price_MA20,Price_MA50,Price_MA200,RSI,RSI_Score,Momentum_5,Momentum_10,Momentum_Score,Volume_Ratio,Volume_Score,Short_Score,Short_Rating,MA_Trend_Score,MA_Trend_Score_Points,MA20_Dist,MA50_Dist,MA_Dist_Score,MACD_Histogram,MACD_Score,Volatility_10,Vol_Score,Mid_Score,Mid_Rating,Price_Position_20D,Trend_Score,Trend_Rating,Total_Score,Max_Score,Score_Pct,Rating,Signal,Return_1D,Return_5D,Return_20D,Rank
MMM,2026-02-23,166.34,164.3455,163.93900000000002,157.70845,65.69414053002671,5,-3.1893842393202143,-3.6547929336808616,3,0.8325722775087061,5,13,弱,5,15,1.213601832724362,1.464569138521024,1.213601832724362,-0.061747102286191735,3,23.585979705836454,5,24.21360183272436,中,58.78629932985853,15,中,52.213601832724365,100,52.213601832724365,中性偏强,HOLD,-0.4309828804022531,-3.1893842393202143,2.2498155888861504,47
PGR,2026-02-23,203.69,205.387,213.28560000000002,238.24495,50.867823765020034,10,-0.4106976971593457,0.6920757328587657,5,0.9769496314834355,5,20,中,0,0,-0.8262450885401719,-4.498944138751054,5.0,0.4198804132169993,10,23.775272308043366,5,24.173754911459827,中,33.30447330447333,8,弱,52.173754911459824,100,52.173754911459824,中性偏强,HOLD,-0.19110152881224307,-0.4106976971593457,-1.135756928602627,48
HDB,2026-02-23,32.69,33.1335,33.9844,51.6954,40.143369175627235,10,0.5227552275522518,-5.136390017411497,5,0.8353353823780714,5,20,中,0,0,-1.3385244541023442,-3.8088063935217424,5.0,0.005786764590274218,10,22.538180156179095,5,23.661475545897655,中,26.859504132231326,8,弱,51.66147554589766,100,51.66147554589766,中性偏强,HOLD,-1.2088244182532626,0.5227552275522518,1.965065502183383,49
ABNB,2026-02-23,122.96,125.16975,130.7457,128.490825,39.32225063938618,5,1.3267408323032637,0.638402357177914,10,1.0049072427003107,5,20,中,1,3,-1.7654025832918894,-5.954842109530184,5.0,0.4762312959371404,10,39.909134636831155,3,23.234597416708112,中,39.146149347467556,8,弱,51.23459741670811,100,51.23459741670812,中性偏强,HOLD,-3.8548752834467126,1.3267408323032637,-6.954218690881586,50
LOW,2026-02-23,274.36,277.28550000000007,263.98060000000004,244.54269999999997,55.81395348837209,10,-4.533908625909033,-1.4440692578489789,3,1.2545564004227454,5,18,中,4,12,-1.0550497591832446,3.9318798426854,5.0,-1.3000468242339585,3,24.45959078199866,5,25.0,中,38.46639837577622,8,弱,51.0,100,51.0,中性偏强,HOLD,-2.140105578541873,-4.533908625909033,-0.8564304556788249,51
BLK,2026-02-23,1071.01,1088.11299,1092.682,1081.378901,39.17686318131257,5,-0.04666312026953001,1.3849183059126302,5,1.0159176618522843,5,15,弱,1,3,-1.5718027591969184,-1.983376682328438,5.0,-0.393111117927325,3,25.92831666166652,5,19.42819724080308,弱,43.388496143958854,15,中,49.42819724080308,100,49.42819724080308,中性偏弱,HOLD,-2.0692366775172943,-0.04666312026953001,-5.212804559655204,52
CSCO,2026-02-23,77.74,80.224,77.8642,71.09275,44.72343522561862,10,1.1581001951854297,-8.347087950954958,5,1.0390095707666829,5,20,中,3,9,-3.0963302752293687,-0.1595084775801997,5.0,-0.5830161881614675,3,68.08333155689262,3,20.90366972477063,弱,29.258381307145225,8,弱,48.90366972477063,100,48.90366972477063,中性偏弱,HOLD,-1.843434343434358,1.1581001951854297,4.223086204585047,53
GOOGL,2026-02-23,311.49,322.6935,320.1278,246.46975000000003,24.032258064516114,7,1.887347900039238,-3.521650250882735,5,0.8816720437497901,5,17,弱,3,9,-3.47187036615239,-2.6982348924398227,5.0,-2.0605784454345497,3,28.173110224551014,5,23.52812963384761,中,28.890995260663527,8,弱,48.52812963384761,100,48.52812963384761,中性偏弱,HOLD,-1.1080068575782587,1.887347900039238,-5.013265026072633,54
HD,2026-02-23,376.99,382.477,368.9508,376.67615,48.95698726232232,10,-3.5954481524101745,-2.1186550694534567,3,1.4555320336268527,5,18,中,3,9,-1.4345960672144906,2.1789355111846875,5.0,-1.6982163161050572,3,20.32475856917393,5,22.0,中,29.772031303164354,8,弱,48.0,100,48.0,中性偏弱,HOLD,-1.376062786134724,-3.5954481524101745,-1.7666831696067864,55
QCOM,2026-02-23,140.41,144.803,160.9444,160.78215,33.879059941906476,5,-0.20611229566452893,2.235328382117374,5,0.8720665211572308,5,15,弱,1,3,-3.033776924511233,-12.75869182152346,5.0,0.8312569903276055,10,21.25066066487561,5,24.966223075488767,中,31.986672219908375,8,弱,47.96622307548877,100,47.96622307548877,中性偏弱,HOLD,-1.7287234042553168,-0.20611229566452893,-9.88961622384803,56
NKE,2026-02-23,63.09,63.25899999999999,63.7258,67.3744,52.47417074497011,10,-0.06336131791541133,-1.2984981226533132,3,1.0376693962610413,5,18,中,0,0,-0.2671556616449673,-0.9977120726613022,5.0,0.21571505674944647,10,35.00340765954315,3,21.732844338355033,弱,33.00248138957823,8,弱,47.73284433835504,100,47.73284433835504,中性偏弱,HOLD,-3.5321100917431236,-0.06336131791541133,-2.9981549815498165,57
